id,student,merchant,orderTime,status,totalAmount,items
403,stu_28,古茗,2024-05-25 10:07:00,已完成,59.0,桃桃冰冰李:1;云深幽兰:1;云雾栀子:2;
404,stu_44,茶百道,2024-05-25 07:27:00,已取消,14.0,青提茉莉:1;
405,stu_49,茶百道,2024-05-25 08:48:00,已完成,14.0,青提茉莉:1;
406,钱七,蜜雪冰城,2024-05-26 14:29:00,已完成,5.0,冰鲜柠檬水:1;
407,stu_15,古茗,2024-05-26 07:02:00,已完成,28.0,云雾栀子:2;
408,王五,蜜雪冰城,2024-05-26 08:43:00,已完成,16.0,青提肉多多:2;
409,stu_16,蜜雪冰城,2024-05-26 08:46:00,已取消,3.0,新鲜冰激凌:1;
410,张三,蜜雪冰城,2024-05-27 16:42:00,已取消,8.0,青提肉多多:1;
411,stu_32,茶百道,2024-05-27 07:25:00,已完成,22.0,超级大瓜:1;
412,stu_36,蜜雪冰城,2024-05-28 13:46:00,已完成,5.0,冰鲜柠檬水:1;
413,stu_31,古茗,2024-05-28 09:01:00,已完成,93.0,桃桃冰冰李:1;云深幽兰:3;云雾栀子:2;
414,stu_24,蜜雪冰城,2024-05-29 08:16:00,已取消,5.0,冰鲜柠檬水:1;
415,stu_42,蜜雪冰城,2024-05-29 11:25:00,已完成,52.0,青提肉多多:2;新鲜冰激凌:1;满杯百香果:1;冰鲜柠檬水:5;
416,stu_18,瑞幸,2024-05-30 21:24:00,已完成,13.9,生椰拿铁:1;
417,stu_5,古茗,2024-05-30 21:37:00,已完成,28.0,桃桃冰冰李:2;
418,stu_4,茶百道,2024-05-31 22:47:00,已完成,42.0,青提茉莉:3;
419,stu_34,蜜雪冰城,2024-05-31 16:45:00,已完成,8.0,青提肉多多:1;
420,stu_4,茶百道,2024-05-31 22:19:00,已完成,28.0,青提茉莉:2;
421,stu_49,蜜雪冰城,2024-06-01 10:38:00,已完成,24.0,青提肉多多:3;
422,stu_13,茶百道,2024-06-01 16:47:00,已完成,14.0,青提茉莉:1;
423,stu_40,茶百道,2024-06-01 14:11:00,已完成,54.0,青提茉莉:1;超级大瓜:1;蜜瓜冰淇淋:1;
424,stu_35,喜茶,2024-06-02 18:32:00,已完成,99.0,清爽芭乐提:3;牦牛乳酥油茶:1;羽衣纤体瓶:1;
425,钱七,古茗,2024-06-02 16:23:00,已完成,14.0,云雾栀子:1;
426,stu_6,瑞幸,2024-06-02 10:48:00,已完成,21.0,荔枝冰萃:1;
427,stu_30,古茗,2024-06-03 14:45:00,已完成,28.0,云雾栀子:2;
428,赵六,茶百道,2024-06-03 14:34:00,已完成,36.0,蜜瓜冰淇淋:2;
429,stu_3,古茗,2024-06-04 20:25:00,已完成,17.0,云深幽兰:1;
430,stu_19,茶百道,2024-06-04 21:40:00,已完成,14.0,青提茉莉:1;
431,stu_3,瑞幸,2024-06-04 19:53:00,已完成,21.0,荔枝冰萃:1;
432,stu_20,星巴克,2024-06-05 09:28:00,已完成,247.0,抹茶星冰乐:2;焦糖玛奇朵:3;燕麦拿铁:1;比利时黑巧拿铁:1;
433,周九,奈雪的茶,2024-06-05 06:52:00,已完成,16.0,茉莉初雪奶茶:1;
434,stu_11,奈雪的茶,2024-06-05 07:52:00,已完成,16.0,茉莉初雪奶茶:1;
435,stu_32,古茗,2024-06-05 22:27:00,已完成,28.0,云雾栀子:2;
436,stu_43,茶百道,2024-06-05 21:28:00,已完成,72.0,蜜瓜冰淇淋:4;
437,stu_8,蜜雪冰城,2024-06-06 13:12:00,已完成,6.0,新鲜冰激凌:2;
438,stu_29,蜜雪冰城,2024-06-06 07:38:00,已完成,5.0,冰鲜柠檬水:1;
439,王五,奈雪的茶,2024-06-07 22:46:00,已完成,19.0,霸气橙子:1;
440,stu_29,古茗,2024-06-07 16:34:00,已完成,14.0,桃桃冰冰李:1;
441,stu_38,瑞幸,2024-06-07 22:07:00,已完成,32.0,鲜萃轻轻茉莉:2;
442,stu_12,蜜雪冰城,2024-06-08 18:27:00,已完成,32.0,青提肉多多:1;新鲜冰激凌:1;满杯百香果:2;冰鲜柠檬水:1;
443,stu_20,蜜雪冰城,2024-06-08 09:08:00,已完成,8.0,青提肉多多:1;
444,stu_33,奈雪的茶,2024-06-08 17:31:00,已完成,70.0,茉莉初雪奶茶:1;霸气橙子:2;金色山脉珍珠奶茶:1;
445,stu_44,古茗,2024-06-09 20:37:00,已完成,14.0,桃桃冰冰李:1;
446,stu_17,喜茶,2024-06-09 10:49:00,已完成,46.0,牦牛乳酥油茶:2;
447,钱七,喜茶,2024-06-09 19:36:00,已完成,57.0,牦牛乳酥油茶:1;多肉桃李:2;
448,stu_49,瑞幸,2024-06-10 17:19:00,已完成,53.0,羽衣轻体果蔬茶:1;鲜萃轻轻茉莉:1;荔枝冰萃:1;
449,stu_14,瑞幸,2024-06-10 17:39:00,已完成,150.6,橙C美式:4;羽衣轻体果蔬茶:1;鲜萃轻轻茉莉:1;荔枝冰萃:3;
450,stu_21,茶百道,2024-06-11 12:44:00,已完成,68.0,青提茉莉:2;超级大瓜:1;蜜瓜冰淇淋:1;
451,stu_7,古茗,2024-06-11 12:36:00,已完成,45.0,桃桃冰冰李:1;云深幽兰:1;云雾栀子:1;
452,stu_28,茶百道,2024-06-12 16:53:00,已完成,14.0,青提茉莉:1;
453,stu_13,喜茶,2024-06-12 21:31:00,已完成,19.0,清爽芭乐提:1;
454,stu_35,瑞幸,2024-06-13 17:15:00,已完成,16.0,羽衣轻体果蔬茶:1;
455,stu_13,古茗,2024-06-13 17:28:00,已完成,113.0,桃桃冰冰李:1;云深幽兰:5;云雾栀子:1;
456,stu_14,茶百道,2024-06-13 14:30:00,已完成,42.0,青提茉莉:3;
457,stu_23,奈雪的茶,2024-06-14 16:13:00,已完成,35.0,茉莉初雪奶茶:1;霸气橙子:1;
458,王五,瑞幸,2024-06-14 22:29:00,已完成,16.0,鲜萃轻轻茉莉:1;
459,stu_49,茶百道,2024-06-15 09:48:00,已完成,18.0,蜜瓜冰淇淋:1;
460,stu_6,蜜雪冰城,2024-06-15 10:17:00,已完成,27.0,青提肉多多:1;新鲜冰激凌:2;满杯百香果:1;冰鲜柠檬水:1;
461,stu_25,古茗,2024-06-15 12:12:00,已完成,62.0,桃桃冰冰李:1;云深幽兰:2;云雾栀子:1;
462,stu_26,古茗,2024-06-15 17:34:00,已完成,104.0,桃桃冰冰李:1;云深幽兰:2;云雾栀子:4;
463,stu_28,瑞幸,2024-06-16 12:54:00,已完成,29.9,鲜萃轻轻茉莉:1;生椰拿铁:1;
464,stu_45,星巴克,2024-06-16 21:55:00,待处理,74.0,焦糖玛奇朵:2;
465,stu_17,奈雪的茶,2024-06-16 09:47:00,已完成,32.0,金色山脉珍珠奶茶:2;
466,stu_48,喜茶,2024-06-17 12:11:00,已取消,61.0,清爽芭乐提:1;牦牛乳酥油茶:1;羽衣纤体瓶:1;
467,stu_2,古茗,2024-06-17 06:31:00,已完成,17.0,云深幽兰:1;
468,stu_10,蜜雪冰城,2024-06-18 22:29:00,已完成,21.0,青提肉多多:1;满杯百香果:1;冰鲜柠檬水:1;
469,stu_37,奈雪的茶,2024-06-18 14:59:00,已完成,19.0,霸气橙子:1;
470,赵六,喜茶,2024-06-18 22:01:00,已完成,46.0,牦牛乳酥油茶:2;
471,stu_7,瑞幸,2024-06-19 16:50:00,已完成,13.9,生椰拿铁:1;
472,stu_42,瑞幸,2024-06-19 19:51:00,已完成,32.0,鲜萃轻轻茉莉:2;
473,stu_6,蜜雪冰城,2024-06-19 14:16:00,已完成,8.0,满杯百香果:1;
474,stu_10,喜茶,2024-06-20 15:24:00,已完成,19.0,清爽芭乐提:1;
475,stu_31,蜜雪冰城,2024-06-20 07:07:00,已完成,8.0,满杯百香果:1;
476,stu_10,蜜雪冰城,2024-06-21 08:35:00,已完成,6.0,新鲜冰激凌:2;
477,stu_33,蜜雪冰城,2024-06-21 19:37:00,已完成,16.0,青提肉多多:2;
478,stu_2,蜜雪冰城,2024-06-21 15:14:00,已完成,5.0,冰鲜柠檬水:1;
479,stu_12,瑞幸,2024-06-22 06:29:00,已完成,48.8,荔枝冰萃:1;生椰拿铁:2;
480,stu_31,喜茶,2024-06-22 15:11:00,已完成,57.0,羽衣纤体瓶:3;
481,周九,蜜雪冰城,2024-06-22 08:57:00,已完成,24.0,青提肉多多:1;新鲜冰激凌:1;满杯百香果:1;冰鲜柠檬水:1;
482,stu_38,蜜雪冰城,2024-06-23 11:50:00,已完成,41.0,青提肉多多:1;新鲜冰激凌:3;满杯百香果:3;
483,stu_42,瑞幸,2024-06-23 18:59:00,已完成,103.9,羽衣轻体果蔬茶:2;鲜萃轻轻茉莉:1;荔枝冰萃:2;生椰拿铁:1;
484,stu_4,瑞幸,2024-06-23 20:06:00,已完成,27.8,橙C美式:2;
485,stu_23,古茗,2024-06-24 20:49:00,已完成,28.0,桃桃冰冰李:2;
486,吴十,奈雪的茶,2024-06-24 08:33:00,已完成,16.0,茉莉初雪奶茶:1;
487,赵六,奈雪的茶,2024-06-25 10:46:00,已完成,19.0,霸气橙子:1;
488,赵六,喜茶,2024-06-25 08:46:00,已完成,19.0,清爽芭乐提:1;
489,stu_35,古茗,2024-06-26 08:00:00,已完成,14.0,云雾栀子:1;
490,赵六,奈雪的茶,2024-06-26 21:39:00,已完成,16.0,茉莉初雪奶茶:1;
491,stu_30,古茗,2024-06-27 20:26:00,已完成,17.0,云深幽兰:1;
492,stu_8,蜜雪冰城,2024-06-27 07:26:00,已完成,24.0,青提肉多多:3;
493,stu_43,蜜雪冰城,2024-06-28 20:54:00,已完成,3.0,新鲜冰激凌:1;
494,张三,奈雪的茶,2024-06-28 20:03:00,已完成,32.0,金色山脉珍珠奶茶:2;
495,stu_49,茶百道,2024-06-29 21:34:00,已完成,22.0,超级大瓜:1;
496,stu_17,蜜雪冰城,2024-06-29 11:36:00,已取消,27.0,青提肉多多:1;新鲜冰激凌:2;满杯百香果:1;冰鲜柠檬水:1;
497,stu_14,蜜雪冰城,2024-06-29 07:01:00,已完成,5.0,冰鲜柠檬水:1;
498,stu_20,茶百道,2024-06-30 11:17:00,已完成,54.0,青提茉莉:1;超级大瓜:1;蜜瓜冰淇淋:1;
499,stu_47,古茗,2024-06-30 20:43:00,已取消,14.0,桃桃冰冰李:1;
500,stu_46,茶百道,2024-06-30 11:22:00,已完成,22.0,超级大瓜:1;
501,周九,古茗,2024-06-30 18:58:00,已完成,62.0,桃桃冰冰李:1;云深幽兰:2;云雾栀子:1;
502,stu_27,喜茶,2024-07-01 09:50:00,已取消,19.0,羽衣纤体瓶:1;
503,stu_21,奈雪的茶,2024-07-01 21:29:00,已完成,73.0,茉莉初雪奶茶:1;霸气橙子:3;
504,stu_11,奈雪的茶,2024-07-02 22:00:00,已完成,19.0,霸气橙子:1;
505,stu_2,茶百道,2024-07-02 15:32:00,已取消,14.0,青提茉莉:1;
506,吴十,喜茶,2024-07-03 11:04:00,已完成,42.0,清爽芭乐提:1;牦牛乳酥油茶:1;
507,stu_9,茶百道,2024-07-03 10:51:00,已完成,44.0,超级大瓜:2;
508,stu_48,瑞幸,2024-07-04 13:50:00,已完成,13.9,橙C美式:1;
509,stu_36,喜茶,2024-07-04 17:58:00,已完成,38.0,羽衣纤体瓶:2;
510,stu_27,茶百道,2024-07-04 07:57:00,已完成,42.0,青提茉莉:3;
511,stu_44,奈雪的茶,2024-07-05 06:09:00,已完成,16.0,茉莉初雪奶茶:1;
512,钱七,茶百道,2024-07-05 06:29:00,已完成,18.0,蜜瓜冰淇淋:1;
513,周九,古茗,2024-07-06 11:08:00,已完成,73.0,桃桃冰冰李:3;云深幽兰:1;云雾栀子:1;
514,stu_16,星巴克,2024-07-06 13:51:00,已完成,39.0,比利时黑巧拿铁:1;
515,stu_38,蜜雪冰城,2024-07-06 11:00:00,已完成,29.0,青提肉多多:1;新鲜冰激凌:1;满杯百香果:1;冰鲜柠檬水:2;
516,stu_31,奈雪的茶,2024-07-07 13:38:00,已完成,35.0,霸气橙子:1;金色山脉珍珠奶茶:1;
517,stu_27,古茗,2024-07-07 18:37:00,已完成,14.0,云雾栀子:1;
518,stu_45,蜜雪冰城,2024-07-07 06:51:00,已完成,3.0,新鲜冰激凌:1;
519,stu_7,喜茶,2024-07-07 11:05:00,已完成,78.0,清爽芭乐提:1;牦牛乳酥油茶:1;多肉桃李:1;羽衣纤体瓶:1;
520,孙八,蜜雪冰城,2024-07-08 20:02:00,已完成,5.0,冰鲜柠檬水:1;
521,stu_14,星巴克,2024-07-08 12:35:00,已完成,69.0,抹茶星冰乐:1;焦糖玛奇朵:1;
522,stu_36,茶百道,2024-07-09 12:35:00,已完成,68.0,青提茉莉:2;超级大瓜:1;蜜瓜冰淇淋:1;
523,stu_23,蜜雪冰城,2024-07-09 10:32:00,已完成,5.0,冰鲜柠檬水:1;
524,stu_26,茶百道,2024-07-10 12:05:00,已完成,100.0,青提茉莉:3;超级大瓜:1;蜜瓜冰淇淋:2;
525,stu_34,奈雪的茶,2024-07-10 11:59:00,已完成,54.0,霸气橙子:2;金色山脉珍珠奶茶:1;
526,stu_33,喜茶,2024-07-11 12:52:00,已完成,97.0,清爽芭乐提:1;牦牛乳酥油茶:1;多肉桃李:1;羽衣纤体瓶:2;
527,吴十,星巴克,2024-07-11 18:24:00,已完成,180.0,焦糖玛奇朵:3;燕麦拿铁:1;白桃气泡美式:1;
528,stu_10,古茗,2024-07-12 20:10:00,已完成,28.0,云雾栀子:2;
529,stu_10,喜茶,2024-07-12 06:20:00,已完成,19.0,清爽芭乐提:1;
530,stu_29,蜜雪冰城,2024-07-13 19:25:00,已完成,8.0,青提肉多多:1;
531,stu_50,瑞幸,2024-07-13 13:42:00,已完成,58.0,鲜萃轻轻茉莉:1;荔枝冰萃:2;
532,stu_44,星巴克,2024-07-13 08:33:00,已完成,141.0,抹茶星冰乐:1;焦糖玛奇朵:1;燕麦拿铁:1;比利时黑巧拿铁:1;
533,stu_1,蜜雪冰城,2024-07-13 16:06:00,已完成,11.0,青提肉多多:1;新鲜冰激凌:1;
534,stu_1,瑞幸,2024-07-13 17:44:00,已完成,64.8,橙C美式:1;鲜萃轻轻茉莉:1;荔枝冰萃:1;生椰拿铁:1;
535,stu_5,蜜雪冰城,2024-07-14 17:41:00,已完成,51.0,青提肉多多:1;新鲜冰激凌:2;满杯百香果:4;冰鲜柠檬水:1;
536,stu_10,蜜雪冰城,2024-07-14 16:28:00,已完成,8.0,青提肉多多:1;
537,周九,喜茶,2024-07-14 18:29:00,已完成,97.0,清爽芭乐提:2;牦牛乳酥油茶:1;多肉桃李:1;羽衣纤体瓶:1;
538,张三,奈雪的茶,2024-07-15 19:19:00,已完成,38.0,霸气橙子:2;
539,stu_17,茶百道,2024-07-15 10:51:00,已完成,18.0,蜜瓜冰淇淋:1;
540,stu_32,蜜雪冰城,2024-07-16 19:17:00,已完成,10.0,冰鲜柠檬水:2;
541,stu_21,茶百道,2024-07-16 17:29:00,已取消,68.0,青提茉莉:2;超级大瓜:1;蜜瓜冰淇淋:1;
542,李四,蜜雪冰城,2024-07-17 14:20:00,已完成,16.0,青提肉多多:1;新鲜冰激凌:1;冰鲜柠檬水:1;
543,stu_43,瑞幸,2024-07-17 06:14:00,已完成,27.8,橙C美式:2;
544,stu_32,茶百道,2024-07-18 15:05:00,已完成,42.0,青提茉莉:3;
545,stu_17,瑞幸,2024-07-18 10:34:00,已完成,13.9,橙C美式:1;
546,孙八,古茗,2024-07-18 10:46:00,已完成,17.0,云深幽兰:1;
547,stu_42,喜茶,2024-07-19 10:35:00,已完成,38.0,羽衣纤体瓶:2;
548,周九,古茗,2024-07-19 18:30:00,已完成,56.0,云雾栀子:4;
549,李四,瑞幸,2024-07-20 10:32:00,已完成,32.0,羽衣轻体果蔬茶:2;
550,stu_39,古茗,2024-07-20 10:07:00,已完成,28.0,云雾栀子:2;
551,王五,奈雪的茶,2024-07-20 10:21:00,已完成,19.0,霸气橙子:1;
552,stu_45,奈雪的茶,2024-07-21 08:42:00,已完成,38.0,霸气橙子:2;
553,stu_38,星巴克,2024-07-21 15:33:00,已完成,39.0,比利时黑巧拿铁:1;
554,stu_25,蜜雪冰城,2024-07-21 13:56:00,已完成,16.0,青提肉多多:2;
555,stu_24,喜茶,2024-07-22 18:43:00,已完成,97.0,清爽芭乐提:2;牦牛乳酥油茶:1;多肉桃李:1;羽衣纤体瓶:1;
556,stu_24,蜜雪冰城,2024-07-22 21:34:00,已完成,3.0,新鲜冰激凌:1;
557,stu_12,瑞幸,2024-07-23 06:18:00,已完成,13.9,橙C美式:1;
558,stu_22,茶百道,2024-07-23 17:51:00,已完成,104.0,青提茉莉:2;超级大瓜:1;蜜瓜冰淇淋:3;
559,stu_41,蜜雪冰城,2024-07-24 16:34:00,已完成,32.0,青提肉多多:4;
560,stu_38,喜茶,2024-07-24 11:50:00,已完成,169.0,清爽芭乐提:1;牦牛乳酥油茶:1;多肉桃李:3;羽衣纤体瓶:4;
561,stu_24,蜜雪冰城,2024-07-25 12:21:00,已取消,30.0,青提肉多多:1;新鲜冰激凌:2;满杯百香果:2;
562,stu_14,古茗,2024-07-25 16:34:00,已完成,28.0,云雾栀子:2;
563,stu_46,茶百道,2024-07-25 06:19:00,已完成,82.0,青提茉莉:2;蜜瓜冰淇淋:3;
564,stu_41,喜茶,2024-07-25 18:59:00,已完成,61.0,清爽芭乐提:1;牦牛乳酥油茶:1;羽衣纤体瓶:1;
565,stu_32,奈雪的茶,2024-07-25 19:40:00,已完成,76.0,霸气橙子:4;
566,王五,奈雪的茶,2024-07-26 08:48:00,已完成,54.0,茉莉初雪奶茶:1;霸气橙子:2;
567,stu_47,茶百道,2024-07-26 09:42:00,已完成,14.0,青提茉莉:1;
568,stu_4,奈雪的茶,2024-07-26 19:17:00,已完成,16.0,金色山脉珍珠奶茶:1;
569,stu_36,蜜雪冰城,2024-07-27 08:28:00,已完成,19.0,新鲜冰激凌:1;满杯百香果:2;
570,stu_25,茶百道,2024-07-27 07:35:00,已完成,42.0,青提茉莉:3;
571,王五,蜜雪冰城,2024-07-27 19:05:00,已完成,3.0,新鲜冰激凌:1;
572,stu_40,瑞幸,2024-07-27 12:08:00,已完成,74.0,鲜萃轻轻茉莉:2;荔枝冰萃:2;
573,stu_45,茶百道,2024-07-28 08:50:00,已完成,60.0,青提茉莉:3;蜜瓜冰淇淋:1;
574,stu_31,喜茶,2024-07-28 06:36:00,已取消,19.0,羽衣纤体瓶:1;
575,stu_12,奈雪的茶,2024-07-28 09:58:00,已完成,35.0,霸气橙子:1;金色山脉珍珠奶茶:1;
576,stu_39,瑞幸,2024-07-28 13:29:00,已完成,29.9,鲜萃轻轻茉莉:1;生椰拿铁:1;
577,stu_38,奈雪的茶,2024-07-29 21:01:00,已取消,32.0,茉莉初雪奶茶:2;
578,stu_45,蜜雪冰城,2024-07-29 09:17:00,已完成,5.0,冰鲜柠檬水:1;
579,stu_13,茶百道,2024-07-30 15:04:00,已完成,42.0,青提茉莉:3;
580,stu_37,古茗,2024-07-30 11:50:00,已完成,73.0,桃桃冰冰李:1;云深幽兰:1;云雾栀子:3;
581,stu_7,奈雪的茶,2024-07-30 21:07:00,已完成,19.0,霸气橙子:1;
582,stu_27,星巴克,2024-07-30 22:49:00,已完成,65.0,抹茶星冰乐:1;燕麦拿铁:1;
583,stu_12,古茗,2024-07-31 15:01:00,已完成,65.0,桃桃冰冰李:1;云深幽兰:3;
584,stu_27,茶百道,2024-07-31 18:51:00,已完成,104.0,青提茉莉:3;超级大瓜:2;蜜瓜冰淇淋:1;
585,stu_7,瑞幸,2024-08-01 16:52:00,已完成,27.8,生椰拿铁:2;
586,张三,喜茶,2024-08-01 13:23:00,已完成,92.0,牦牛乳酥油茶:4;
587,stu_37,喜茶,2024-08-01 08:30:00,已完成,42.0,清爽芭乐提:1;牦牛乳酥油茶:1;
588,stu_25,奈雪的茶,2024-08-02 16:38:00,已完成,16.0,金色山脉珍珠奶茶:1;
589,stu_22,瑞幸,2024-08-02 08:02:00,已取消,16.0,羽衣轻体果蔬茶:1;
590,stu_3,奈雪的茶,2024-08-03 12:09:00,已完成,51.0,茉莉初雪奶茶:1;霸气橙子:1;金色山脉珍珠奶茶:1;
591,stu_25,茶百道,2024-08-03 22:59:00,已完成,18.0,蜜瓜冰淇淋:1;
592,stu_44,蜜雪冰城,2024-08-03 10:24:00,已完成,5.0,冰鲜柠檬水:1;
593,stu_38,茶百道,2024-08-04 18:34:00,已完成,76.0,青提茉莉:1;超级大瓜:2;蜜瓜冰淇淋:1;
594,stu_28,喜茶,2024-08-04 08:14:00,已取消,61.0,清爽芭乐提:1;牦牛乳酥油茶:1;羽衣纤体瓶:1;
595,stu_44,茶百道,2024-08-04 14:25:00,已取消,14.0,青提茉莉:1;
596,stu_6,星巴克,2024-08-05 17:37:00,已完成,392.0,抹茶星冰乐:3;焦糖玛奇朵:2;燕麦拿铁:2;比利时黑巧拿铁:4;
597,stu_13,茶百道,2024-08-05 20:27:00,已完成,14.0,青提茉莉:1;
598,stu_39,茶百道,2024-08-06 13:23:00,已完成,22.0,超级大瓜:1;
599,stu_46,喜茶,2024-08-06 10:05:00,已完成,23.0,牦牛乳酥油茶:1;
600,stu_12,蜜雪冰城,2024-08-07 14:31:00,已完成,16.0,满杯百香果:2;
601,张三,奈雪的茶,2024-08-07 07:12:00,已完成,32.0,茉莉初雪奶茶:2;
602,stu_5,古茗,2024-08-07 17:58:00,已完成,62.0,桃桃冰冰李:1;云深幽兰:2;云雾栀子:1;
